ParticipantID|Sender|Onset|Enter|Typingti|Speed|AppOrig.|Text|Recipients|Blocked|KDels|DDels|DIns|DDels*N|DIns*N|TaggedText|CONDITION|BATCH|STAGE
t3lt3l|stanfordstudent|2535781|2542533|6752|4|stanfordstudent|how bout we wait 5 sec inbetween|, psych4|OK|1|1|0|1|0|L|W|MIXED|6
T2RT2R|anon_person|2536018|2537969|1951|4|anon_person|twelve'|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T2LT2L|maxine|2537294|2541333|4039|1|maxine|/twelfth|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
T2RT2R|anon_person|2538537|2541056|2519|1|anon_person|f)r'|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T0LT0L|psych4|2540382|2542205|1823|7|psych4|timing is off|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T3RT3R|Michael Hunter|2541318|2546190|4872|4|Michael Hunter|so u just do them all|, dragon_slayer|OK|3|3|0|3|0|L|W|MIXED|6
T2LT2L|maxine|2541930|2543002|1072|4|maxine|/next|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
T2RT2R|anon_person|2542301|2543597|1296|3|anon_person|one|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T0LT0L|psych4|2544070|2545302|1232|1|psych4|ok|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T0LT0L|psych4|2546523|2548746|2223|7|psych4|let me know when|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2547128|2547128|0|0|server|Your score is: 66--Sort the following words in alphabetical order:---NOTING-|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2547128|2547128|0|0|maxine|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2547128|2547128|0|0|server|Your score is: 73--Sort the following words in alphabetical order:---NOWGO-NOT-|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
t3lt3l|stanfordstudent|2548800|2551071|2271|3|stanfordstudent|/restart|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
T2LT2L|maxine|2549314|2550882|1568|8|maxine|nowgo and not|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
T1RT1R|Claire|2549982|2551958|1976|3|Claire|NOTING|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T0RT0R|dragon_slayer|2550144|2550487|343|2|dragon_slayer|k|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
T2RT2R|anon_person|2550507|2553493|2986|5|anon_person|uh...you first?|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2551072|2551072|0|0|stanfordstudent|*****The list of items is deleted....start again |, psych4|OK|0|0|0|0|0|L|W|MIXED|6
t3lt3l|stanfordstudent|2551479|2553230|1751|2|stanfordstudent|/bbbb|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
T0RT0R|dragon_slayer|2552667|2566817|14150|0|dragon_slayer|/EIHTH|, Michael Hunter|OK|0|3|3|8|15|L|W|MIXED|6
T1LT1L|kudos|2553412|2555733|2321|0|kudos|k|, anon_person|OK|1|1|0|1|0|L|B|MIXED|6
T0LT0L|psych4|2553678|2559468|5790|0|psych4|/gggg|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T2LT2L|maxine|2555126|2557179|2053|3|maxine|/restart|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
T1LT1L|kudos|2556886|2559678|2792|2|kudos|/reset|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2557187|2557187|0|0|maxine|*****The list of items is deleted....start again |, Claire|OK|0|0|0|0|0|L|B|MIXED|6
T1RT1R|Claire|2557504|2560832|3328|1|Claire|/NOT|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T2LT2L|maxine|2558483|2575145|16662|0|maxine|/restart|, Claire|OK|0|5|0|5|0|L|B|MIXED|6
server|server|2559678|2559678|0|0|kudos|****OTHER PARTICIPANT TYPED A TYPO|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T1LT1L|kudos|2559976|2562761|2785|1|kudos|/f)r|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T1RT1R|Claire|2561121|2562217|1096|3|Claire|done|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T0LT0L|psych4|2562408|2570349|7941|0|psych4|/kkkk|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
t3lt3l|stanfordstudent|2563669|2565932|2263|2|stanfordstudent|/jjjj|, psych4|OK|0|1|0|1|0|L|W|MIXED|6
T3RT3R|Michael Hunter|2565278|2618759|53481|0|Michael Hunter|N)OTHING|, dragon_slayer|OK|0|0|0|0|0|L|W|MIXED|6
T1LT1L|kudos|2565821|2568685|2864|1|kudos|done|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T0RT0R|dragon_slayer|2568435|2576220|7785|0|dragon_slayer|/NINTH|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
T0LT0L|psych4|2570871|2572022|1151|4|psych4|/next|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T2RT2R|anon_person|2571047|2577449|6402|0|anon_person|/FOURT|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2572026|2572026|0|0|server|Your score is: 57--Sort the following words in alphabetical order:---THAT-|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2572026|2572026|0|0|server|Your score is: 98--Sort the following words in alphabetical order:---MONEY-WELCOME-DOSH-|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2572026|2572026|0|0|psych4|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T1LT1L|kudos|2573123|2590421|17298|0|kudos|/one|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T0LT0L|psych4|2573175|2573702|527|7|psych4|that|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
t3lt3l|stanfordstudent|2574605|2579997|5392|3|stanfordstudent|money welcome dosh|, psych4|OK|1|1|0|1|0|L|W|MIXED|6
T2LT2L|maxine|2575271|2576319|1048|3|maxine|/not|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2577022|2577022|0|0|maxine|*****The list of items is deleted....start again |, Claire|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2577136|2577136|0|0|maxine|****OTHER PARTICIPANT TRIED TO SELECT ONE OF YOUR ITEMS INSTEAD OF THEIRS|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
T2LT2L|maxine|2577716|2589676|11960|0|maxine|/nowgo|, Claire|OK|0|2|0|2|0|L|B|MIXED|6
T2RT2R|anon_person|2581085|2589141|8056|0|anon_person|done|, kudos|OK|7|7|0|7|0|L|B|MIXED|6
T0RT0R|dragon_slayer|2582444|2585205|2761|2|dragon_slayer|/SEVENTH|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
T1RT1R|Claire|2582524|2583852|1328|3|Claire|/NOT|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T1RT1R|Claire|2584739|2586698|1959|3|Claire|im done|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T0RT0R|dragon_slayer|2585263|2588149|2886|2|dragon_slayer|/SIXTH|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
t3lt3l|stanfordstudent|2587910|2596974|9064|3|stanfordstudent|i'll wait 10 sec? after you start|, psych4|OK|1|1|0|1|0|L|W|MIXED|6
T0LT0L|psych4|2589256|2598268|9012|1|psych4|ok, give me 7 sec?|, stanfordstudent|OK|2|2|0|2|0|L|W|MIXED|6
server|server|2589680|2589680|0|0|maxine|****OTHER PARTICIPANT TRIED TO SELECT ONE OF YOUR ITEMS INSTEAD OF THEIRS|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
T2LT2L|maxine|2590037|2592405|2368|2|maxine|/next|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
T1LT1L|kudos|2590653|2591381|728|6|kudos|/next|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2591383|2591383|0|0|kudos|****CAN'T GO TO NEXT STEP. SELECTION IS INCORRECT. PLEASE START AGAIN|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T0RT0R|dragon_slayer|2591450|2594336|2886|2|dragon_slayer|/THIRD|, Michael Hunter|OK|0|1|0|1|0|L|W|MIXED|6
T1RT1R|Claire|2591884|2594900|3016|4|Claire|what u doing?|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2592408|2592408|0|0|maxine|****CAN'T GO TO NEXT STEP. SELECTION IS INCORRECT. PLEASE START AGAIN|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
T0RT0R|dragon_slayer|2594914|2600764|5850|1|dragon_slayer|/TWELFTH|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
T1RT1R|Claire|2595214|2611126|15912|2|Claire|i say not, u say noting, i say nowgo|, maxine|OK|3|3|0|3|0|L|B|MIXED|6
T2RT2R|anon_person|2596056|2604377|8321|3|anon_person|i have 'twelve' 'f)r' and 'one'|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T1LT1L|kudos|2598655|2601134|2479|8|kudos|i dont think it worked|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T0LT0L|psych4|2599174|2599630|456|4|psych4|ok|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T0LT0L|psych4|2600296|2605501|5205|1|psych4|/restart|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T1LT1L|kudos|2602183|2612528|10345|2|kudos|i tink u f)r is after FOURT|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T2LT2L|maxine|2604292|2630942|26650|0|maxine|/noting|, Claire|OK|0|39|0|459|0|L|B|MIXED|6
server|server|2605511|2605511|0|0|psych4|*****The list of items is deleted....start again |, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T0LT0L|psych4|2605870|2607158|1288|3|psych4|/dosh|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T0LT0L|psych4|2607389|2609058|1669|3|psych4|/money|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T0RT0R|dragon_slayer|2608133|2608975|842|5|dragon_slayer|/next|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2610636|2610636|0|0|server|Your score is: 97--Sort the following words in alphabetical order:---S)PER-NOTEVEN-PLAYFUL-|, dragon_slayer|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2610636|2610636|0|0|server|Your score is: 58--Sort the following words in alphabetical order:---N)OTHING-SOUP-|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2610644|2610644|0|0|dragon_slayer|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
t3lt3l|stanfordstudent|2610758|2617581|6823|0|stanfordstudent|/that|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
T2RT2R|anon_person|2610832|2616742|5910|0|anon_person|ok|, kudos|OK|10|5|0|5|0|L|B|MIXED|6
T0LT0L|psych4|2611581|2621473|9892|0|psych4|/welcome|, stanfordstudent|OK|0|3|0|3|0|L|W|MIXED|6
T1RT1R|Claire|2612218|2613970|1752|3|Claire|ready?|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T1LT1L|kudos|2613536|2614336|800|12|kudos|so u first|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T1RT1R|Claire|2614514|2619210|4696|1|Claire|/restart|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T0RT0R|dragon_slayer|2615264|2625857|10593|1|dragon_slayer|S)PER NOTEVEN PLAYFUL|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
T2RT2R|anon_person|2617453|2620926|3473|1|anon_person|/FOURT|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2619210|2619210|0|0|Claire|*****The list of items is deleted....start again |, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T1LT1L|kudos|2619455|2627576|8121|0|kudos|/f)r|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T3RT3R|Michael Hunter|2620024|2621688|1664|4|Michael Hunter|and SOUP|, dragon_slayer|OK|0|0|0|0|0|L|W|MIXED|6
T2RT2R|anon_person|2621448|2625760|4312|0|anon_person|done|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T0LT0L|psych4|2621931|2622986|1055|4|psych4|/next|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2623006|2623006|0|0|server|Your score is: 61--Sort the following words in alphabetical order:---BLAUGH-BEE)P-NEVER-AAAAAA-BB)BBBB-|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2623006|2623006|0|0|server|Your score is: 102--Sort the following words in alphabetical order:---BB)BBBB-|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2623006|2623006|0|0|psych4|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T0LT0L|psych4|2624862|2638584|13722|2|psych4|blaugh bee)p never aaaaaa bb)bbbb|, stanfordstudent|OK|1|1|0|1|0|L|W|MIXED|6
t3lt3l|stanfordstudent|2625300|2630068|4768|1|stanfordstudent|bb)bbbb|, psych4|OK|1|1|0|1|0|L|W|MIXED|6
T1LT1L|kudos|2629408|2630440|1032|3|kudos|done|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T3RT3R|Michael Hunter|2632530|2638250|5720|4|Michael Hunter|ummmm, which n goes first|, dragon_slayer|OK|0|0|0|0|0|L|W|MIXED|6
T1RT1R|Claire|2633950|2634974|1024|3|Claire|/NOT|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T1RT1R|Claire|2635287|2636134|847|4|Claire|done|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T2LT2L|maxine|2637040|2639037|1997|2|maxine|/next|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2643054|2643054|0|0|maxine|****CAN'T GO TO NEXT STEP. SELECTION IS INCORRECT. PLEASE START AGAIN|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
t3lt3l|stanfordstudent|2644170|2646954|2784|5|stanfordstudent|ok so ill do it|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
T1LT1L|kudos|2645061|2646572|1511|2|kudos|/one|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T0LT0L|psych4|2645366|2650715|5349|0|psych4|k|, stanfordstudent|OK|14|13|0|13|0|L|W|MIXED|6
T1LT1L|kudos|2647167|2648998|1831|2|kudos|done|, anon_person|OK|2|2|0|2|0|L|B|MIXED|6
t3lt3l|stanfordstudent|2647563|2650715|3152|2|stanfordstudent|/restart|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
T2LT2L|maxine|2648831|2654829|5998|1|maxine|ok go again|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2650719|2650719|0|0|stanfordstudent|*****The list of items is deleted....start again |, psych4|OK|0|0|0|0|0|L|W|MIXED|6
T0RT0R|dragon_slayer|2651635|2665316|13681|2|dragon_slayer|ill try noteven then you do other one|, Michael Hunter|OK|8|8|0|8|0|L|W|MIXED|6
t3lt3l|stanfordstudent|2652977|2658137|5160|1|stanfordstudent|/restart|, psych4|OK|0|8|0|8|0|L|W|MIXED|6
T1RT1R|Claire|2655344|2661032|5688|0|Claire|/NOT|, maxine|OK|0|5|0|5|0|L|B|MIXED|6
T2LT2L|maxine|2655580|2656621|1041|7|maxine|/restart|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2656636|2656636|0|0|maxine|*****The list of items is deleted....start again |, Claire|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2658139|2658139|0|0|stanfordstudent|*****The list of items is deleted....start again |, psych4|OK|0|0|0|0|0|L|W|MIXED|6
t3lt3l|stanfordstudent|2659037|2665390|6353|1|stanfordstudent|/aaaaaa|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
T1RT1R|Claire|2661614|2662374|760|5|Claire|done|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T2RT2R|anon_person|2662050|2665041|2991|2|anon_person|/THREE|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T2LT2L|maxine|2664233|2665609|1376|5|maxine|/noting|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
T2RT2R|anon_person|2665317|2668261|2944|2|anon_person|/TWELVE|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T2LT2L|maxine|2665841|2666376|535|7|maxine|done|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
t3lt3l|stanfordstudent|2666262|2669998|3736|2|stanfordstudent|/bb)bbbb|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
T0RT0R|dragon_slayer|2667443|2673152|5709|1|dragon_slayer|/NOTEVEN|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
T1RT1R|Claire|2667627|2670003|2376|2|Claire|/NOWGO|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2668277|2668277|0|0|anon_person|****OTHER PARTICIPANT TRIED TO SELECT ONE OF YOUR ITEMS INSTEAD OF THEIRS|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T2RT2R|anon_person|2668744|2670587|1843|2|anon_person|/TWO|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T1RT1R|Claire|2670638|2671942|1304|3|Claire|/next|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T2RT2R|anon_person|2671106|2673283|2177|2|anon_person|/next|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
t3lt3l|stanfordstudent|2671532|2676004|4472|1|stanfordstudent|/bee)p|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2671944|2671944|0|0|server|Your score is: 69--Sort the following words in alphabetical order:---BB)EE-SOMETHING-BLAUGH-BANGLE-|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2671944|2671944|0|0|server|Your score is: 76--Sort the following words in alphabetical order:---HOSPITAL-|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2671950|2671950|0|0|Claire|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2673153|2673153|0|0|dragon_slayer|****OTHER PARTICIPANT TRIED TO SELECT ONE OF YOUR ITEMS INSTEAD OF THEIRS|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
T2LT2L|maxine|2673588|2674809|1221|6|maxine|hospital|, Claire|OK|0|0|0|0|0|L|B|MIXED|6
T0RT0R|dragon_slayer|2673752|2674174|422|9|dragon_slayer|done|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|6
T1RT1R|Claire|2673782|2689493|15711|1|Claire|BB)EE SOMETHING BLAUGH BANGLE|, maxine|OK|1|1|0|1|0|L|B|MIXED|6
T1LT1L|kudos|2673923|2675507|1584|9|kudos|ugh k maybe not|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
t3lt3l|stanfordstudent|2676492|2682412|5920|1|stanfordstudent|/blaugh|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
T3RT3R|Michael Hunter|2677203|2680803|3600|4|Michael Hunter|u cant do noteven|, dragon_slayer|OK|0|0|0|0|0|L|W|MIXED|6
T2RT2R|anon_person|2677426|2682417|4991|3|anon_person|crap i did twelve|, kudos|OK|1|1|0|1|0|L|B|MIXED|6
server|server|2678092|2678092|0|0|anon_person|****CAN'T GO TO NEXT STEP. SELECTION IS INCORRECT. PLEASE START AGAIN|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T1LT1L|kudos|2679122|2691691|12569|2|kudos|FOURT, f)r, one, three, twelve, two|, anon_person|OK|0|0|7|0|56|L|B|MIXED|6
t3lt3l|stanfordstudent|2683372|2685077|1705|3|stanfordstudent|/never|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
T3RT3R|Michael Hunter|2685582|2692933|7351|2|Michael Hunter|try n)othing first|, dragon_slayer|OK|6|6|0|6|0|L|W|MIXED|6
t3lt3l|stanfordstudent|2686011|2687394|1383|3|stanfordstudent|/next|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2687403|2687403|0|0|server|Your score is: 66--Sort the following words in alphabetical order:---EIGHT-|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2687403|2687403|0|0|stanfordstudent|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, psych4|OK|0|0|0|0|0|L|W|MIXED|6
server|server|2687403|2687403|0|0|server|Your score is: 107--Sort the following words in alphabetical order:---S)VEN-SIX-TWELVE-TEN-|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|6
T0RT0R|dragon_slayer|2688286|2711208|22922|0|dragon_slayer|FOURT F)R NINE|, Michael Hunter|OK|32|17|0|17|0|L|W|MIXED|6
t3lt3l|stanfordstudent|2688757|2699565|10808|1|stanfordstudent|s)ven six twelve ten|, psych4|OK|3|3|0|3|0|L|W|MIXED|6
T0LT0L|psych4|2688810|2691161|2351|2|psych4|eight|, stanfordstudent|OK|3|3|0|3|0|L|W|MIXED|6
T2LT2L|maxine|2689418|2701290|11872|1|maxine|ok i'll start|, Claire|OK|11|8|0|8|0|L|B|MIXED|6
T2RT2R|anon_person|2694068|2695161|1093|1|anon_person|ok|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T2RT2R|anon_person|2697117|2699447|2330|2|anon_person|/FOURT|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
T1RT1R|Claire|2699103|2700279|1176|4|Claire|u go!|, maxine|OK|0|0|0|0|0|L|B|MIXED|6
T1LT1L|kudos|2699128|2699919|791|12|kudos|u go first|, anon_person|OK|0|0|0|0|0|L|B|MIXED|6
T2RT2R|anon_person|2699739|2700611|872|4|anon_person|done|, kudos|OK|0|0|0|0|0|L|B|MIXED|6
server|server|2700235|2700235|0|0|server|Your score is: 66--Sort the following words in alphabetical order:---NINTH-SIXTH-|, psych4|OK|0|0|0|0|0|L|W|MIXED|7
server|server|2700235|2700235|0|0|server|Your score is: 107--Sort the following words in alphabetical order:---ELEVENTH-TWELFTH-SIXTH-|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|7
server|server|2700240|2700240|0|0|server|Your score is: 76--Sort the following words in alphabetical order:---TENTH-SECOND-|, kudos|OK|0|0|0|0|0|L|B|MIXED|7
server|server|2700241|2700241|0|0|server|Your score is: 75--Sort the following words in alphabetical order:---F)ORT-FIRST-EIHTH-ELEVENTH-|, anon_person|OK|0|0|0|0|0|L|B|MIXED|7
server|server|2700275|2700275|0|0|server|Your score is: 97--Sort the following words in alphabetical order:---FOURT-F)R-NINE-|, dragon_slayer|OK|0|0|0|0|0|L|W|MIXED|7
server|server|2700275|2700275|0|0|server|Your score is: 58--Sort the following words in alphabetical order:---ELEVEN-NINE-THIRT-TWO-|, Michael Hunter|OK|0|0|0|0|0|L|W|MIXED|7
server|server|2700282|2700282|0|0|server|Your score is: 69--Sort the following words in alphabetical order:---DDDD-CCCC-FFFF-|, Claire|OK|0|0|0|0|0|L|B|MIXED|7
server|server|2700282|2700282|0|0|server|Your score is: 76--Sort the following words in alphabetical order:---DDDD-AAAA-IIII-|, maxine|OK|0|0|0|0|0|L|B|MIXED|7
T1LT1L|kudos|2700652|2703579|2927|5|kudos|oops new person|, anon_person|OK|1|1|0|1|0|L|B|MIXED|7
T2LT2L|maxine|2701584|2702823|1239|6|maxine|/restart|, Claire|OK|0|0|0|0|0|L|B|MIXED|7
T3RT3R|Michael Hunter|2702128|2707435|5307|3|Michael Hunter|ELEVEN NINE THIRT TWO|, dragon_slayer|OK|0|0|0|0|0|L|W|MIXED|7
T0LT0L|psych4|2702708|2703172|464|4|psych4|jk|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|7
T0LT0L|psych4|2703603|2707105|3502|3|psych4|ninth sixth|, stanfordstudent|OK|3|3|0|3|0|L|W|MIXED|7
t3lt3l|stanfordstudent|2704013|2706597|2584|3|stanfordstudent|i'll start|, psych4|OK|1|1|0|1|0|L|W|MIXED|7
T1LT1L|kudos|2705086|2709870|4784|3|kudos|TENTH and SECOND|, anon_person|OK|10|6|0|6|0|L|B|MIXED|7
server|server|2705653|2705653|0|0|maxine|*****The list of items is deleted....start again |, Claire|OK|0|0|0|0|0|L|B|MIXED|7
T2LT2L|maxine|2706508|2709340|2832|2|maxine|/bangle|, Claire|OK|0|0|0|0|0|L|B|MIXED|7
T0LT0L|psych4|2708662|2710190|1528|6|psych4|it changed|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|7
T2RT2R|anon_person|2708887|2725044|16157|2|anon_person|f)ort' 'first' 'eihth' 'eleventh'|, kudos|OK|6|6|0|6|0|L|B|MIXED|7
server|server|2709373|2709373|0|0|maxine|****OTHER PARTICIPANT TYPED A TYPO|, Claire|OK|0|0|0|0|0|L|B|MIXED|7
T2LT2L|maxine|2709709|2715789|6080|0|maxine|/bb)ee|, Claire|OK|0|1|0|1|0|L|B|MIXED|7
t3lt3l|stanfordstudent|2712102|2719999|7897|4|stanfordstudent|ya mine are eleventh twelfth sixth|, psych4|OK|0|0|0|0|0|L|W|MIXED|7
T1RT1R|Claire|2714151|2718991|4840|2|Claire|well hello!|, maxine|OK|1|1|0|1|0|L|B|MIXED|7
server|server|2715811|2715811|0|0|maxine|****OTHER PARTICIPANT TYPED A TYPO|, Claire|OK|0|0|0|0|0|L|B|MIXED|7
T2LT2L|maxine|2716368|2718585|2217|3|maxine|/blaugh|, Claire|OK|0|0|0|0|0|L|B|MIXED|7
T0RT0R|dragon_slayer|2717894|2735559|17665|0|dragon_slayer|/ELEVEN|, Michael Hunter|OK|0|38|0|38|0|L|W|MIXED|7
server|server|2718593|2718593|0|0|maxine|****OTHER PARTICIPANT TYPED A TYPO|, Claire|OK|0|0|0|0|0|L|B|MIXED|7
T2LT2L|maxine|2720400|2727217|6817|0|maxine|hi!|, Claire|OK|12|10|0|10|0|L|B|MIXED|7
T3RT3R|Michael Hunter|2723056|2724256|1200|8|Michael Hunter|so u start|, dragon_slayer|OK|0|0|0|0|0|L|W|MIXED|7
T1RT1R|Claire|2723196|2731372|8176|2|Claire|i have DDDD CCCC FFFF|, maxine|OK|0|0|0|0|0|L|B|MIXED|7
T2LT2L|maxine|2727720|2738359|10639|2|maxine|my words are dddd, aaaa, iiii|, Claire|OK|4|4|0|4|0|L|B|MIXED|7
T3RT3R|Michael Hunter|2729600|2732464|2864|4|Michael Hunter|i'll do nine|, dragon_slayer|OK|0|0|0|0|0|L|W|MIXED|7
t3lt3l|stanfordstudent|2731868|2748955|17087|0|stanfordstudent|should you start|, psych4|OK|1|25|0|577|0|L|W|MIXED|7
T1LT1L|kudos|2731987|2737089|5102|9|kudos|i go first, then i'll tell u wen im done, then u go|, anon_person|OK|3|3|0|3|0|L|B|MIXED|7
T0LT0L|psych4|2733714|2736457|2743|5|psych4|you then i'll go|, stanfordstudent|OK|0|0|0|0|0|L|W|MIXED|7
T0RT0R|dragon_slayer|2736309|2738290|1981|3|dragon_slayer|done. k|, Michael Hunter|OK|1|1|0|1|0|L|W|MIXED|7
T1LT1L|kudos|2738228|2739532|1304|9|kudos|ready set go|, anon_person|OK|0|0|0|0|0|L|B|MIXED|7
T2RT2R|anon_person|2738919|2739381|462|4|anon_person|ok|, kudos|OK|0|0|0|0|0|L|B|MIXED|7
T1LT1L|kudos|2740094|2740870|776|7|kudos|/reset|, anon_person|OK|0|0|0|0|0|L|B|MIXED|7
